x,y
3450.0133151170603,2292.052078745204
3462.6252402206883,2340.4256513463333
3473.163868040133,2389.300583459794
3481.700949428777,2438.560930722448
3488.32579539615,2488.113163225391
3493.138413367982,2537.8904114777542
3496.2395544229157,2587.781125715097
3497.933359434366,2637.7692894679267
3498.605000586589,2687.75708733983
3497.686986073182,2737.7514925115684
3494.218265764446,2787.6044780269103
3486.797773429571,2837.0324640231847
3473.9812293079453,2885.3409677857467
3455.4657949102293,2931.749275766513
3431.3623802842203,2975.4961776402056
3399.0987642967566,3013.5474304512963
3357.916153130982,3041.5447019726635
3309.9301627276145,3054.7458160750684
3260.228189364113,3051.7111415814825
3213.1599993263426,3035.2131925729846
3170.6284588923354,3009.064180762598
3133.0020978113525,2976.1930571638413
3100.1348289865846,2938.571175590777
3071.705529914714,2897.4529311257684
3047.450627270524,2853.758710881661
3027.1010658440955,2808.1094662874866
3010.431264625123,2760.9789204074177
2997.2316045239204,2712.756411481239
2987.847251784653,2663.6662542667036
2982.536985168953,2613.9713022943083
2981.182077456784,2563.986197093465
2983.686508579892,2514.066079670573
2989.97778505155,2464.4731885354286
3000.0078915641852,2415.5073456412983
3013.7586021452007,2367.4433347194135
3031.2189345271236,2320.6170956907717
3052.4668582667628,2275.3622349123125
3078.1865721785043,2232.5079351336344
3106.448662034116,2191.2747426851674
3136.3505293005874,2151.1947872461024
3167.702067257007,2112.2481682015496
3200.7401766252005,2074.738566000364
3236.510618381435,2039.8225172138773
3269.764522910118,2003.3890407085419
3235.674594759941,1966.868005514145
3199.9987154453993,1931.8261578977108
3163.818673529886,1897.321614036271
3128.332500006187,1862.0959850907686
3093.8304265475645,1825.9088450728095
3060.264844723568,1788.86075418986
3027.5874395998317,1751.0151673736846
2995.7733817952767,1712.4324756055512
2964.813784248853,1673.1691592786092
2934.698298289657,1633.2599860097034
2905.427012507731,1592.7347317742533
2877.0028012689972,1551.609436099453
2849.3397708869707,1509.9366990051408
2822.206813909868,1467.9487486440119
2796.2404778238306,1425.2340805381205
2772.4156434996694,1381.2681747115312
2752.5700496914833,1335.4187544330375
2739.087489356676,1287.3198253844225
2732.592377324123,1237.7729461594718
2732.227731704712,1187.803171634674
2736.4696697814506,1138.0025372185773
2745.3999387658323,1088.8279053237327
2772.21046602726,1050.9008202866971
2777.9035172462463,1096.4291594800306
2767.071512591723,1145.2158165804394
2762.478511551715,1194.9568401355355
2764.686511860462,1244.8828745118808
2773.2305816052562,1294.1064669656203
2788.3189751500563,1341.735528137558
2810.170974858105,1386.6601098701358
2835.4745267033895,1429.7927831753739
2862.1985575003873,1472.058106524613
2889.81049745971,1513.7387575741434
2918.1001195291838,1554.9477832843902
2946.9982684667148,1595.7559622874276
2976.4746767970046,1636.1486368567273
3006.557591080783,1676.0738801516848
3037.378940057906,1715.4602091437318
3069.1598551177103,1754.0500457792878
3102.457561704326,1791.3529108026898
3136.8629526079167,1827.6230706265374
3171.9678566344082,1863.2242418406531
3207.6906367550255,1898.2083104750927
3244.1133811590844,1932.4549538685096
3281.756173214825,1965.3663879217436
3323.9574546646327,1968.3301381319761
3365.4763519245607,1940.4663839933928
3407.023964921978,1912.662412925297
3449.7128703121934,1886.6442688271602
3493.4307051318438,1862.380232763142
3538.0387580234583,1839.7815395926064
3583.396591322158,1818.7785091774356
3629.441582186695,1799.282110814773
3676.0762361973484,1781.235205107152
3723.218684637445,1764.5850422179874
3770.8166579417248,1749.2786455469054
3818.8158773083933,1735.2735683449202
3867.157029366535,1722.536212543846
3915.822397537414,1711.0291343966521
3964.737552375658,1700.7345969814287
4013.9004559062596,1691.6239350348098
4063.2657459533793,1683.6829012232201
4112.809764608926,1676.8975094790726
4162.478822024502,1671.2613325379266
4212.27444523742,1666.7648554739485
4262.166960362969,1663.4063210663135
4312.111464082839,1661.1873334145705
4362.100071689123,1660.1103985911413
4412.102591569799,1660.192916115535
4462.090325871199,1661.485726616298
4512.030089534814,1663.9861147715924
4561.8843760707,1667.6859725240777
4611.634486672901,1672.5810729592301
4661.259519322775,1678.6706634648144
4710.735876585872,1685.957344846528
4759.997508184526,1694.4397000692632
4809.054048882397,1704.1321168463453
4857.851713751818,1715.0420560676728
4906.3518695739385,1727.1830674075047
4954.529174032146,1740.5769310501883
5002.332841223615,1755.2440115465147
5049.705383237967,1771.2072246378782
5096.61681300951,1788.5053613885605
5142.991532716349,1807.1686286481727
5188.794284081236,1827.2520708827367
5233.909442916627,1848.7857916648031
5278.273833221081,1871.833621998876
5321.789880460999,1896.4571500904917
5364.326407152692,1922.7133977288343
5405.774406060007,1950.6910383058319
5445.944119121061,1980.4459531569032
5484.674081500616,2012.0762954980626
5521.739109536575,2045.6120228931686
5559.338215352502,2078.5565422667423
5582.766928803176,2058.01055934125
5587.729227836245,2008.2643537324266
5590.8886873833835,1958.3702966408507
5593.249122902751,1908.4110556177602
5595.12880961597,1858.4650061875964
5596.681826874614,1808.474100824531
5597.9920566082,1758.4998961038655
5599.1147265571635,1708.504729695927
5600.08596863132,1658.5137074622712
5600.931982147507,1608.5348446453927
5601.672987292521,1558.5251695130164
5602.323187424976,1508.5368992761428
5602.894817750901,1458.540239220337
5603.397204610519,1408.5488352180746
5603.838239415316,1358.549153349421
5604.224295754684,1308.5467098549348
5604.560791068478,1258.5398791921968
5604.852184290998,1208.5532471978006
5605.12415306967,1158.550516509377
5605.3758911652585,1108.5492934266067
5605.568509322817,1058.5448909492281
5605.692597169243,1008.5522268765666
5605.73665831661,958.5547313501384
5605.686179425835,908.5435517397542
5605.522750134945,858.552220761844
5605.2221833002895,808.5455752559687
5604.7523807239395,758.5519768639211
5604.068747482263,708.5669312141836
5603.106162651611,658.5589009031019
5601.767431817312,608.595315413375
5599.887814176696,558.6133684073048
5597.167805116498,508.70426621447405
5592.9189774421975,458.8729533068836
5584.725087416789,409.6026799023166
5548.352978397146,377.23744713042106
5503.898103250016,354.59776458087435
5468.448046370423,319.742668286294
5451.924550777243,273.1907055515767
5464.277448947459,225.55312741786497
5500.207732247596,191.91062871651957
5544.580284173186,206.46653731459082
5569.721613455564,249.42148564383388
5585.213868107028,296.92535429038253
5599.639802639693,344.75978754214884
5626.197487676516,386.5071278521791
5660.320207903194,422.447670731548
5677.209319998539,469.3199497021269
5685.167124281743,518.6475901247177
5689.544892693388,568.4619093598253
5692.25794884913,618.3833367203283
5694.083339094011,668.3466327632277
5695.777974177967,718.3260661554523
5698.475233306739,768.2488366425605
5702.404794413791,818.0945560767213
5707.732877187431,867.8033263981342
5714.490157252358,917.3451264742971
5722.533945880943,966.6923759338397
5731.997509720735,1015.7864084746689
5742.276372319015,1064.7162394994812
5753.27885641593,1113.4919326225543
5765.1396934592685,1162.0573969250404
5778.373092963005,1210.2790106742154
5800.312365069985,1246.6170322299004
5837.263395959395,1212.9579306374071
5883.2841554543265,1206.770422279209
5917.391143798828,1241.864990234375
5920.716849090955,1291.1045055303694
5900.469190093107,1336.288287253119
5857.018359862661,1355.854657597025
5834.106134812959,1377.7482354083622
5845.634240023701,1426.4067469607944
5857.711824552713,1474.9195366445092
5870.406033919586,1523.2759078138572
5884.7457612463195,1571.177680117541
5900.76964090555,1618.5427861786447
5918.490700861433,1665.2924780415913
5937.947552973717,1711.35471593399
5959.188799151171,1756.6123316318854
5982.2986356226165,1800.9471135400554
6007.384709353434,1844.1888541372255
6034.602306976516,1886.1296727240456
6064.143932986992,1926.4629232926445
6096.25670870379,1964.755014392489
6131.29344913203,2000.4135357156265
6169.6354305713585,2032.4715812145157
6208.428394623148,2063.988723325576
6244.432010167609,2098.6604544994734
6277.478700253372,2136.172650907358
6307.383523182445,2176.2298707275004
6333.953216859207,2218.572005882759
6356.956734732809,2262.9386134778174
6376.138196076154,2309.0953979547567
6391.18179441907,2356.7578656576807
6401.71832150203,2405.610760921367
6407.94540601443,2455.220106536919
6410.491382866908,2505.151663155294
6409.753434366201,2555.1275571801652
6405.941209221724,2604.980123390544
6399.115969164575,2654.500445551438
6389.194456713976,2703.4999513968196
6375.941975022151,2751.694768936921
6358.915635113781,2798.696082190874
6337.407369605309,2843.8090218828766
6311.91449084176,2886.8071783476717
6283.307302048764,2927.806375901527
6251.726113302769,2966.5545421618726
6217.336246982037,3002.8323981503377
6180.344451753639,3036.431329647457
6140.9372527288,3067.2043214970554
6099.381390049734,3094.9771222946492
6055.900537615009,3119.6434215703594
6010.756036130637,3141.099855883718
5964.176868079518,3159.2820143641115
5916.439597087285,3174.126023790859
5867.79583708117,3185.5995223321606
5818.466205773351,3193.6921362985227
5768.683026211003,3198.4026509613277
5718.721929865149,3199.7447019445794
5668.774389320159,3197.7536348601984
5619.05540420171,3192.475834344541
5569.787362186549,3183.9761529843718
5521.166620078252,3172.3345874090364
5473.394249549294,3157.651828107358
5426.353749654023,3140.722417704077
5378.859233543746,3125.070579601714
5330.909932915052,3110.8731553819252
5282.631179078538,3097.8865895792947
5234.093185476097,3085.9428724441805
5185.315070378707,3074.9186727467672
5136.3633292851355,3064.7389498259145
5087.249773794785,3055.342212325777
5038.011605891484,3046.691298489111
4988.647977943507,3038.757177851391
4939.167007672804,3031.525500832455
4889.596422635766,3024.9955993188287
4839.943061341852,3019.173833922252
4790.199535632441,3014.0756717805366
4740.3875977854805,3009.7308516683106
4690.512299392972,3006.318033429095
4640.580208592459,3003.7947629269656
4590.590296738447,3002.3573827883693
4540.5865503284585,3002.3463331166395
4490.632823704906,3004.2751898550046
4440.8729613027535,3008.971767842071
4391.693194816279,3017.878694360302
4344.3370757214725,3033.6884979698807
4302.901338526249,3061.193319786076
4277.38497080229,3103.58817012285
4259.79616575707,3150.089826889147
4224.129210867919,3184.446253380738
4176.816209418466,3199.5444686169503
4144.530536106031,3215.3495508147316
4165.273171367553,3260.7551870689986
4162.702103566378,3309.5523311076686
4134.016022421551,3350.229493423176
4094.0525784334604,3379.9511969157174
4047.4790376391284,3397.8593940837018
4001.009820373496,3415.7775559406728
4027.9483915826586,3447.2918785298716
4057.3160145511083,3487.4914733617807
4076.0740358583116,3533.7260596050874
4076.3717852738046,3583.017702284944
4059.098629100248,3629.8644670980284
4033.1849203306774,3672.414594755448
3986.243110902724,3687.660552638117
3936.6178683924954,3693.709125734167
3927.865268142894,3733.2035752385855
3921.1394107059023,3782.323550675428
3895.588478785704,3824.994408817526
3857.894142282501,3857.6015093783644
3812.9550223915094,3879.2123540560347
3764.112566226484,3889.2909613814572
3714.1809530311584,3891.3209517640644
3713.8595934933983,3932.2370540689444
3708.062165384472,3980.259278994243
3674.9252835445586,4017.3548186874996
3630.2649210422896,4039.1512749769918
3580.978026854864,4046.9492035167787
3531.002874483609,4046.85988179613
3481.1387025266886,4043.294023886323
3431.2116170078225,4043.7750366399705
3392.6254815142565,4071.0191907972603
3407.5443447923462,4116.821500510312
3444.30347159761,4150.498967114254
3482.2240039908866,4182.931757279084
3494.7042948307353,4228.773274563588
3462.709946293733,4265.3627083444735
3414.64407928983,4278.150526201158
3364.716145545244,4280.090921252966
3337.1370410472155,4302.834646957874
3347.691267311573,4351.316138276117
3323.688050904544,4392.752379462705
3275.100834106943,4396.29681172142
3226.486908320898,4384.618165548209
3180.9312730028178,4386.260222938596
3199.9971619630237,4431.994873189367
3207.350733651314,4477.721029057284
3158.799524698652,4475.071881272508
3111.6533658793196,4458.446116245352
3065.933904332442,4438.2332285447565
3021.275540802628,4415.7725026384
2990.192734852433,4408.946519494057
3001.7080400905106,4457.556352981366
3007.8260243028817,4507.0579003026
2969.800413322071,4521.40470546393
2925.0158313959837,4499.316965304315
2880.5967389196157,4476.36314111203
2861.217971622944,4499.409811587437
2872.350269317627,4548.144434920279
2879.4468278884888,4597.569515457639
2860.6248657196993,4636.624621330528
2828.555016136439,4599.061231213418
2794.565911769867,4562.414878845215
2758.099008874313,4528.217884047655
2723.1962223228766,4524.082612885861
2719.9883537730793,4573.909087354722
2717.5408072792397,4623.828286474987
